"34454","Diễn đàn liên kết phát triển du lịch TPHCM, Hà Nội và Vùng kinh tế trọng điểm miền Trung",64032474,1606482925
"34453","UBND tỉnh họp bàn giải pháp khắc phục tình trạng thiếu giáo viên mầm non và tiểu học",64032474,1606464345
"34452","Hưởng ứng tết trồng cây nhân ngày lâm nghiệp Việt Nam",64032474,1606463393
"34451","Tham gia góp ý báo cáo thẩm tra hồ sơ đề nghị xét, công nhận đạt chuẩn nông thôn mới cho thành phố Hội An, Duy Xuyên năm 2020",86988755,1606444476
"34450","Ký kết Quy chế phối hợp giữa Liên đoàn Lao động tỉnh và Bảo hiểm xã hội tỉnh",3996077,1606438949
"34449","Ký kết Quy chế phối hợp giữa Liên đoàn Lao động tỉnh và Bảo hiểm xã hội tỉnh",64032474,1606379028
"34448","Thông báo tìm kiếm ông Hà Trúc, sinh năm 1972",27522985,1606355985
"34447","Liên kết phát triển du lịch giữa Hà Nội, TP Hồ Chí Minh và vùng kinh tế trọng điểm miền trung",43305602,1606355247
"34446","Ngày 15/12, khai mạc kỳ thi tuyển công chức năm 2020",64032474,1606294350
"34445","Dự kiến quý I/2021 hoàn thành việc sáp nhập các trường dạy nghề trên địa bàn tỉnh",64032474,1606292707
"34444","Hội nghị tập huấn ứng dụng công nghệ thông tin xây dựng kiến trúc chính phủ điện tử",64032474,1606291112
"34443","Tuyên truyền kỷ niệm 200 năm Ngày sinh Ph.Ăng-ghen (28/11/1820-28/11/2020)",12849472,1606288428
"34442","UBND tỉnh tiếp công dân định kỳ tháng 11",64032474,1606205944
"34441","Hội nghị trực tuyến toàn quốc về công tác xây dựng, hoàn thiện hệ thống pháp luật",64032474,1606203261
"34440","Tăng cường thực hiện công tác bảo vệ và phòng tránh thú dữ trên địa bàn tỉnh",86988755,1606203126
"34439","Quy định rõ trách nhiệm trong quản lý thuế thương mại điện tử",38009072,1606184638
"34438","Quy định rõ trách nhiệm trong quản lý thuế thương mại điện tử",64032474,1606183333
"34437","Tiếp tục tăng cường phòng, chống dịch COVID-19 và dịch bệnh mùa Đông-Xuân",86988755,1606119040
"34436","Tình hình kinh tế - xã hội tỉnh Quảng Nam tháng 11 và 11 tháng đầu năm 2020",97277504,1606117045
"34435","Đẩy mạnh tuyên truyền kỷ niệm 100 năm Ngày sinh đồng chí Lê Đức Anh",12849472,1606103861
"34434","Liên kết phát triển du lịch giữa Hà Nội, TP Hồ Chí Minh và vùng kinh tế trọng điểm miền trung",64032474,1606094728
"34433","Thành lập Hội Khởi nghiệp sáng tạo thị xã Điện Bàn",44672880,1606093496
"34432","Điều chỉnh giá dịch vụ xử lý chất thải rắn sinh hoạt chôn lấp hợp vệ sinh",86988755,1606093207
"34431","Lễ phát động Tháng hành động vì bình đẳng giới và phòng chống bạo lực trên cơ sở giới",64032474,1605856857
"34430","Tổng kết chương trình mục tiêu quốc gia giảm nghèo bền vững giai đoạn 2016-2020",64032474,1605856259
"34429","Bầu các chức danh Phó Chủ tịch HĐND tỉnh, Phó Chủ tịch UBND tỉnh",64032474,1605839014
"34428","Tọa đàm “Hành động nào cho du lịch an toàn tại Quảng Nam”",43305602,1605788797
"34427","Từ ngày 18/11, Hội An mở cửa đón khách tham quan trở lại",43305602,1605788396
"34426","Không ngừng đẩy mạnh phát triển du lịch cộng đồng",43305602,1605788132
"34425","Tập trung khắc phục hậu quả do thiên tai gây ra, ổn định đời sống, phát triển sản xuất trên địa bàn tỉnh",86988755,1605750869
"34424","Phấn đấu đến quý II/2021 hoàn thành công tác lập bản đồ tìm kiếm, quy tập hài cốt liệt sĩ",64032474,1605746403
"34423","Tăng cường quản lý đất đai, xây dựng trên địa bàn vùng Đông tỉnh Quảng Nam",86988755,1605661769
"34422","BHXH Việt Nam công bố ứng dụng “VssID - Bảo hiểm xã hội số” trên nền tảng thiết bị di động",3996077,1605604072
"34421","Góp ý Đề án hỗ trợ phát triển giáo dục miền núi tỉnh Quảng Nam giai đoạn 2021 – 2025",64032474,1605600202
"34420","Tạm cấp 20 tỷ đồng hỗ trợ Quảng Nam khắc phục hậu quả bão, lụt",64032474,1605599015
"34419","Tiêu chí phân định vùng đồng bào dân tộc thiểu số và miền núi",64032474,1605598329
"34418","Đến 30/11 đưa Trung tâm điều hành thông minh vào vận hành",64032474,1605572849
"34417","BHXH Việt Nam công bố ứng dụng “VssID - Bảo hiểm xã hội số” trên nền tảng thiết bị di động",64032474,1605518269
"34416","Gặp mặt kỷ niệm 90 năm Ngày truyền thống MTTQ Việt Nam",64032474,1605512975
"34415","Nâng cao kỹ năng lãnh đạo, quản lý của cán bộ nữ trong lĩnh vực chính trị",12849472,1605510022
"34414","Quốc hội thông qua Luật Cư trú: Sổ hộ khẩu chỉ được dùng đến 2022",64032474,1605485933
"34413","Báo Quảng Nam hội nghị cộng tác viên tiêu biểu năm 2020",64032474,1605345705
"34412","Báo cáo nhanh công tác ứng phó bão số 13 (bão VAMCO) và tình hình mưa lũ",64032474,1605343443
"34411","Thông tin nhanh về bão số 13 (bão VAMCO)",64032474,1605342736
"34410","Tập trung ứng phó khẩn cấp bão số 13",64032474,1605342365
"34409","Từ chiều ngày 14/11, người lao động được nghỉ việc để tránh bão",86988755,1605342021
"34408","Bí thư Tỉnh ủy Phan Việt Cường kiểm tra phòng chống bão tại Thăng Bình, Tam Kỳ",64032474,1605340965
"34407","Thông tin nhanh về bão số 13 (bão VAMCO)",64032474,1605340685
"34406","Khuyến cáo người dân không nên ra đường từ 15h00 ngày 14/11",64032474,1605340433
"34405","Trao thưởng đơn vị và cá nhân làm tốt công tác cập nhật cơ sở dữ liệu hộ gia đình",3996077,1605256949
"34404","BHXH Việt Nam lần thứ 3 liên tiếp đứng đầu các cơ quan thuộc Chính phủ về ứng dụng CNTT",3996077,1605256600
"34403","Quảng Nam lên kế hoạch sơ tán hơn 10.000 hộ dân vùng nguy cơ sạt lở cao",64032474,1605254750
"34402","Công điện khẩn của UBND tỉnh về tập trung ứng phó bão số 13 và tình hình mưa lũ",86988755,1605253499
"34401","Công điện của Thủ tướng tập trung ứng phó với bão số 13",64032474,1605238180
"34400","Đảm bảo an toàn cho vùng hạ du sông Vu Gia, Thu Bồn",64032474,1605237593
"34399","Tuyên truyền kỷ niệm 80 năm Ngày Nam Kỳ khởi nghĩa",12849472,1605237284
"34398","Thông báo giới thiệu chức danh và chữ ký Giám đốc Sở Y tế tỉnh Quảng Nam",12849472,1605236391
"34397","Bão, lụt gây thiệt hại khoảng 8,3 nghìn tỷ đồng",64032474,1605233309
"34396","Chủ động ứng phó bão VAMCO và tình hình mưa lũ",64032474,1605166564
"34395","Tuyển công dân nam thực hiện nghĩa vụ tham gia Công an nhân dân",64032474,1605165689
"34394","Đa dạng hóa trong tuyên truyền luật",46921517,1605165301
"34393","Đại biểu Quốc hội đơn vị Quảng Nam góp ý dự thảo Luật Giao thông đường bộ",94514795,1605165028
"34392","BHXH Việt Nam trao tặng thẻ BHYT cho người dân bị thiệt hại nặng do bão, mưa lũ tại Quảng Nam",3996077,1605150720
"34391","Thông tin nhanh về bão số 13 (bão VAMCO)",64032474,1605149172
"34390","Công bố mức độ ứng dụng CNTT của các Bộ, ngành, địa phương",64032474,1605146139
"34389","Mưa lũ gây cô lập phía nam vùng Trà My, di dời dân khẩn cấp",64032474,1605101303
"34388","Sạt lở tại Bắc Trà My làm 01 người bị thương, 01 người mất tích",44672880,1605101144
"34387","Tin lũ khẩn cấp trên sông Vu Gia, Thu Bồn",64032474,1605100721
"34386","Chủ động rà soát, kiểm tra thực hiện sơ tán dân",86988755,1605099826
"34385","BHXH Việt Nam trao tặng thẻ BHYT cho người dân bị thiệt hại nặng do bão, mưa lũ tại Quảng Nam",64032474,1605083317
"34384","Hội thảo khoa học 90 năm phát huy sức mạnh đại đoàn kết toàn dân tộc",64032474,1605078261
"34383","Công tác chỉ đạo, điều hành, tình hình KT-XH của UBND tỉnh tháng 9, 9 tháng năm 2020",97277504,1605058793
"34382","UBND tỉnh tiếp doanh nghiệp định kỳ tháng 11",64032474,1605058713
"34381","Tăng cường chỉ đạo công tác sơ tán, di dời dân",86988755,1604995872
"34380","Điều chỉnh chính sách thuế GTGT đối với phân bón sản xuất trong nước, tăng sức cạnh tranh cho doanh nghiệp, có lợi cho nông dân",38009072,1604993537
"34379","Điều chỉnh chính sách thuế GTGT đối với phân bón sản xuất trong nước, tăng sức cạnh tranh cho doanh nghiệp, có lợi cho nông dân",36670594,1604992810
"34378","Trao tặng 350 xe đạp cho học sinh nghèo Quảng Nam",64032474,1604992251
"34377","Thông tin tình hình thời tiết qua tin nhắn SMS",64032474,1604978914
"34376","UBND tỉnh họp phiên thường kỳ tháng 10",64032474,1604971331
"34375","Chủ động ứng phó bão số 12 (ETAU) và tình hình mưa lũ",86988755,1604914761
"34374","Thông tin nhanh về bão số 12 và nhận định sơ bộ cơn bão tiếp theo",64032474,1604914090
"34373","UBND tỉnh công bố quyết định điều động, bổ nhiệm nhiều vị trí công tác mới",64032474,1604907817
"34372","Chú trọng đảm bảo an toàn cho vùng hạ du sông Thu Bồn",86988755,1604905756
"34371","Tăng cường đảm bảo an toàn cho vùng hạ du sông Vu Gia",86988755,1604905486
"34370","Khắc phục hậu quả do bão số 9 gây ra tại huyện Nam Giang",86988755,1604755504
